SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationId,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationId,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4374,Sherwood Forest Elementary School,101219,P,2nd Grade,91,42,0,49,0,18,10,12,2,6,43,18,0,0,39,0,0,3,0,7,73,91,91,52,91,91,88,91,84,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4374,Sherwood Forest Elementary School,101219,P,3rd Grade,83,45,0,38,1,18,3,19,3,6,33,10,1,0,41,0,0,4,0,10,73,82,83,42,83,83,79,83,73,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4374,Sherwood Forest Elementary School,101219,P,4th Grade,82,42,0,40,0,19,11,14,4,3,31,5,1,0,40,0,0,1,0,8,77,81,82,42,82,82,81,82,74,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4374,Sherwood Forest Elementary School,101219,P,5th Grade,88,40,0,48,1,13,12,12,3,4,43,4,0,0,40,0,0,2,0,10,84,88,88,48,88,88,86,88,78,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4374,Sherwood Forest Elementary School,101219,P,AllGrades,497,232,0,265,2,91,49,83,16,36,220,69,3,0,239,0,0,17,0,48,428,494,497,258,497,497,480,497,449,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4374,Sherwood Forest Elementary School,101219,P,Half-day Kindergarten,27,15,0,12,0,3,1,3,1,5,14,4,0,0,10,0,0,1,0,0,23,27,27,17,27,27,26,27,27,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4374,Sherwood Forest Elementary School,101219,P,Kindergarten,39,15,0,24,0,7,4,8,1,3,16,10,0,0,17,0,0,1,0,3,29,39,39,22,39,39,38,39,36,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4343,Silver Lake Elementary School,101218,P,1st Grade,70,26,0,44,2,12,3,12,4,18,19,18,0,0,43,0,0,3,0,1,52,70,70,27,70,70,67,70,69,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4343,Silver Lake Elementary School,101218,P,2nd Grade,72,34,0,38,1,6,11,19,5,8,22,12,0,1,47,0,0,4,0,6,60,72,71,25,72,72,68,72,66,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4343,Silver Lake Elementary School,101218,P,3rd Grade,55,20,0,35,2,5,7,11,7,5,18,8,1,0,37,0,0,4,0,8,47,54,55,18,55,55,51,55,47,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4343,Silver Lake Elementary School,101218,P,4th Grade,63,31,0,32,0,14,10,11,2,9,17,12,0,1,37,0,0,2,0,5,51,63,62,26,63,63,61,63,58,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4343,Silver Lake Elementary School,101218,P,5th Grade,64,29,0,35,1,9,11,12,3,10,18,3,0,1,48,0,0,7,0,12,61,64,63,16,64,64,57,64,52,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4343,Silver Lake Elementary School,101218,P,AllGrades,384,170,0,214,6,53,46,83,24,59,113,62,1,3,238,0,0,23,0,40,322,383,381,146,384,384,361,384,344,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4343,Silver Lake Elementary School,101218,P,Half-day Kindergarten,15,6,0,9,0,3,1,1,1,2,7,2,0,0,3,0,0,1,0,2,13,15,15,12,15,15,14,15,13,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4343,Silver Lake Elementary School,101218,P,Kindergarten,45,24,0,21,0,4,3,17,2,7,12,7,0,0,23,0,0,2,0,6,38,45,45,22,45,45,43,45,39,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3160,Star Lake Elementary School,101189,P,1st Grade,116,53,0,63,1,10,14,35,6,21,29,31,1,1,74,0,0,6,0,10,85,115,115,42,116,116,110,116,106,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3160,Star Lake Elementary School,101189,P,2nd Grade,101,53,0,48,1,17,14,34,6,13,16,13,2,2,70,0,0,6,0,10,88,99,99,31,101,101,95,101,91,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3160,Star Lake Elementary School,101189,P,3rd Grade,75,35,0,40,0,7,9,23,4,7,25,19,0,0,49,0,0,6,0,9,56,75,75,26,75,75,69,75,66,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3160,Star Lake Elementary School,101189,P,4th Grade,85,31,0,54,1,4,6,28,7,12,27,16,0,1,50,0,0,2,0,10,69,85,84,35,85,85,83,85,75,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3160,Star Lake Elementary School,101189,P,5th Grade,88,35,0,53,0,10,11,18,7,16,26,2,0,2,52,0,0,5,0,12,86,88,86,36,88,88,83,88,76,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3160,Star Lake Elementary School,101189,P,AllGrades,564,242,0,322,3,58,63,159,37,92,152,111,4,6,357,0,0,28,0,55,453,560,558,207,564,564,536,564,509,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3160,Star Lake Elementary School,101189,P,Half-day Kindergarten,25,12,0,13,0,4,1,2,0,8,10,4,0,0,9,0,0,1,0,1,21,25,25,16,25,25,24,25,24,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3160,Star Lake Elementary School,101189,P,Kindergarten,74,23,0,51,0,6,8,19,7,15,19,26,1,0,53,0,0,2,0,3,48,73,74,21,74,74,72,74,71,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3567,Sunnycrest Elementary School,101197,P,1st Grade,69,34,0,35,1,5,9,25,3,10,16,22,0,1,52,0,0,5,0,7,47,69,68,17,69,69,64,69,62,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3567,Sunnycrest Elementary School,101197,P,2nd Grade,67,32,0,35,0,4,7,34,3,10,9,21,1,2,55,0,0,4,0,9,46,66,65,12,67,67,63,67,58,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3567,Sunnycrest Elementary School,101197,P,3rd Grade,50,20,0,30,2,2,5,20,5,5,11,13,1,0,39,0,0,5,0,6,37,49,50,11,50,50,45,50,44,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3567,Sunnycrest Elementary School,101197,P,4th Grade,62,26,0,36,0,5,7,30,2,6,12,13,1,0,52,0,0,2,0,16,49,61,62,10,62,62,60,62,46,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3567,Sunnycrest Elementary School,101197,P,5th Grade,63,36,0,27,0,5,8,23,3,9,15,9,1,3,50,0,0,6,0,7,54,62,60,13,63,63,57,63,56,05/22/2020 12:00:00 AM
2010-11,District,Skagit,,,29801,ESD 189 acting as a school district,100009,,District Total,,,10th Grade,8,2,0,6,0,0,1,3,0,0,4,0,0,0,8,0,0,8,0,1,8,8,8,0,8,8,0,8,7,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3567,Sunnycrest Elementary School,101197,P,AllGrades,365,172,0,193,4,21,42,147,19,59,73,95,4,8,289,0,0,24,0,49,270,361,357,76,365,365,341,365,316,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3567,Sunnycrest Elementary School,101197,P,Kindergarten,54,24,0,30,1,0,6,15,3,19,10,17,0,2,41,0,0,2,0,4,37,54,52,13,54,54,52,54,50,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,1951,Support School,103878,P,11th Grade,2,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,2,2,2,1,2,2,0,2,1,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,1951,Support School,103878,P,12th Grade,2,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,1,2,2,2,1,2,2,0,2,1,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,1951,Support School,103878,P,3rd Grade,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,1951,Support School,103878,P,5th Grade,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,1951,Support School,103878,P,7th Grade,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,1951,Support School,103878,P,9th Grade,3,1,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,3,3,3,2,3,3,2,3,2,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,1951,Support School,103878,P,AllGrades,42,14,0,28,0,2,4,9,1,15,11,0,0,0,11,0,0,13,0,28,42,42,42,31,42,42,29,42,14,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,1951,Support School,103878,P,Kindergarten,2,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,2,2,2,1,2,2,2,2,0,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,1951,Support School,103878,P,Pre-Kindergarten,29,12,0,17,0,1,2,8,1,12,5,0,0,0,7,0,0,8,0,19,29,29,29,22,29,29,21,29,10,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,5138,Technology Access Foundation Academy (Closed after 2016-2017 school year),104758,P,10th Grade,12,4,0,8,0,1,3,5,0,0,3,1,0,0,10,0,0,0,1,0,11,12,12,2,12,12,12,11,12,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,5138,Technology Access Foundation Academy (Closed after 2016-2017 school year),104758,P,11th Grade,22,8,0,14,0,2,7,3,0,4,6,0,0,0,16,0,0,0,1,3,22,22,22,6,22,22,22,21,19,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,5138,Technology Access Foundation Academy (Closed after 2016-2017 school year),104758,P,6th Grade,48,19,0,29,1,4,8,7,0,5,23,1,0,1,22,0,0,2,1,8,47,48,47,26,48,48,46,47,40,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,5138,Technology Access Foundation Academy (Closed after 2016-2017 school year),104758,P,7th Grade,50,19,0,31,0,9,5,10,0,5,21,0,0,0,19,0,0,1,0,4,50,50,50,31,50,50,49,50,46,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,5138,Technology Access Foundation Academy (Closed after 2016-2017 school year),104758,P,8th Grade,47,21,0,26,0,8,6,15,0,5,13,0,0,1,28,0,0,1,0,2,47,47,46,19,47,47,46,47,45,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,5138,Technology Access Foundation Academy (Closed after 2016-2017 school year),104758,P,9th Grade,26,13,0,13,0,3,7,5,0,1,10,1,0,0,15,0,0,1,0,2,25,26,26,11,26,26,25,26,24,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,5138,Technology Access Foundation Academy (Closed after 2016-2017 school year),104758,P,AllGrades,205,84,0,121,1,27,36,45,0,20,76,3,0,2,110,0,0,5,3,19,202,205,203,95,205,205,200,202,186,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3584,Thomas Jefferson High School,101201,P,10th Grade,500,251,0,249,2,98,38,108,5,27,222,16,5,5,263,0,0,45,0,34,484,495,495,237,500,500,455,500,466,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3584,Thomas Jefferson High School,101201,P,11th Grade,465,221,0,244,5,108,45,95,8,31,173,12,2,2,200,0,0,31,6,40,453,463,463,265,465,465,434,459,425,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3584,Thomas Jefferson High School,101201,P,12th Grade,522,264,0,258,6,108,46,105,8,21,228,15,2,4,244,0,0,50,9,49,507,520,518,278,522,522,472,513,473,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3584,Thomas Jefferson High School,101201,P,9th Grade,452,203,0,249,1,76,48,96,14,24,193,9,3,2,219,0,0,27,2,33,443,449,450,233,452,452,425,450,419,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3584,Thomas Jefferson High School,101201,P,AllGrades,1939,939,0,1000,14,390,177,404,35,103,816,52,12,13,926,0,0,153,17,156,1887,1927,1926,1013,1939,1939,1786,1922,1783,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4570,Todd Beamer High School,101226,P,10th Grade,490,235,0,255,3,67,68,68,9,26,249,14,3,2,238,0,0,27,4,53,476,487,488,252,490,490,463,486,437,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4570,Todd Beamer High School,101226,P,11th Grade,433,199,0,234,7,76,56,40,11,33,210,15,3,4,171,0,0,20,8,31,418,430,429,262,433,433,413,425,402,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4570,Todd Beamer High School,101226,P,12th Grade,436,208,0,228,2,85,51,49,9,24,216,21,1,6,182,0,0,44,5,55,415,435,430,254,436,436,392,431,381,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4570,Todd Beamer High School,101226,P,9th Grade,453,232,0,221,7,79,62,62,12,37,194,8,5,8,224,0,0,29,1,66,445,448,445,229,453,453,424,452,387,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4570,Todd Beamer High School,101226,P,AllGrades,1812,874,0,938,19,307,237,219,41,120,869,58,12,20,815,0,0,120,18,205,1754,1800,1792,997,1812,1812,1692,1794,1607,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3431,Totem Middle School,101193,P,6th Grade,196,91,0,105,1,15,20,82,12,17,49,34,2,4,142,0,0,8,0,24,162,194,192,54,196,196,188,196,172,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3431,Totem Middle School,101193,P,7th Grade,236,116,0,120,2,27,38,75,11,13,70,13,1,2,175,0,0,15,0,30,223,235,234,61,236,236,221,236,206,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3431,Totem Middle School,101193,P,8th Grade,179,89,0,90,3,19,35,55,17,13,37,10,2,0,121,0,0,10,0,20,169,177,179,58,179,179,169,179,159,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3431,Totem Middle School,101193,P,AllGrades,611,296,0,315,6,61,93,212,40,43,156,57,5,6,438,0,0,33,0,74,554,606,605,173,611,611,578,611,537,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3628,Twin Lakes Elementary School,101205,P,1st Grade,40,20,0,20,1,5,5,4,1,6,18,5,0,1,27,0,0,4,0,4,35,40,39,13,40,40,36,40,36,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3628,Twin Lakes Elementary School,101205,P,2nd Grade,50,24,0,26,0,4,7,2,2,8,27,4,0,1,27,0,0,2,0,6,46,50,49,23,50,50,48,50,44,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3628,Twin Lakes Elementary School,101205,P,3rd Grade,62,31,0,31,0,4,10,11,0,7,30,6,0,0,25,0,0,6,0,5,56,62,62,37,62,62,56,62,57,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3628,Twin Lakes Elementary School,101205,P,4th Grade,65,27,0,38,0,5,8,6,4,6,36,6,0,0,33,0,0,4,0,6,59,65,65,32,65,65,61,65,59,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3628,Twin Lakes Elementary School,101205,P,5th Grade,60,26,0,34,1,4,10,5,2,12,26,2,0,1,23,0,0,3,0,8,58,60,59,37,60,60,57,60,52,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3628,Twin Lakes Elementary School,101205,P,AllGrades,365,162,0,203,2,24,48,38,10,60,183,28,0,4,168,0,0,29,0,54,337,365,361,197,365,365,336,365,311,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3628,Twin Lakes Elementary School,101205,P,Half-day Kindergarten,38,21,0,17,0,1,2,4,0,8,23,2,0,0,13,0,0,6,0,5,36,38,38,25,38,38,32,38,33,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3628,Twin Lakes Elementary School,101205,P,Kindergarten,22,5,0,17,0,0,2,3,1,5,11,3,0,0,9,0,0,4,0,0,19,22,22,13,22,22,18,22,22,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3628,Twin Lakes Elementary School,101205,P,Pre-Kindergarten,28,8,0,20,0,1,4,3,0,8,12,0,0,1,11,0,0,0,0,20,28,28,27,17,28,28,28,28,8,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3582,Valhalla Elementary School,101199,P,1st Grade,96,49,0,47,0,16,5,31,3,7,34,36,0,0,56,0,0,1,0,6,60,96,96,40,96,96,95,96,90,05/22/2020 12:00:00 AM
2010-11,School,Whatcom,Northwest Educational Service District 189,100009,37502,Ferndale School District,100087,2458,Central Elementary,103077,P,1st Grade,43,18,0,25,0,0,0,17,0,2,24,13,0,1,36,1,0,2,0,4,30,43,42,7,42,43,41,43,39,05/22/2020 12:00:00 AM
