SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationId,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationId,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2010-11,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2092,Whittier Elementary School,101047,P,5th Grade,71,31,0,40,0,4,4,4,0,2,57,0,0,0,4,0,0,1,4,11,71,71,71,67,71,71,70,67,60,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2092,Whittier Elementary School,101047,P,AllGrades,478,229,0,249,2,25,14,21,0,33,383,0,2,1,51,0,0,5,7,55,478,476,477,427,478,478,473,471,423,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2092,Whittier Elementary School,101047,P,Kindergarten,77,42,0,35,2,3,1,3,0,9,59,0,0,0,7,0,0,1,0,5,77,77,77,70,77,77,76,77,72,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2092,Whittier Elementary School,101047,P,Pre-Kindergarten,26,9,0,17,0,1,0,1,0,0,24,0,1,1,6,0,0,0,0,21,26,25,25,20,26,26,26,26,5,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3581,Wing Luke Elementary School,101136,P,1st Grade,62,24,0,38,0,27,25,6,0,3,1,28,1,1,47,0,0,0,0,8,34,61,61,15,62,62,62,62,54,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3581,Wing Luke Elementary School,101136,P,2nd Grade,57,24,0,33,0,33,13,6,0,4,1,16,0,0,46,0,0,2,0,8,41,57,57,11,57,57,55,57,49,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3581,Wing Luke Elementary School,101136,P,3rd Grade,53,33,0,20,0,21,22,6,0,3,1,13,1,2,45,0,0,2,0,6,40,52,51,8,53,53,51,53,47,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3581,Wing Luke Elementary School,101136,P,4th Grade,59,31,0,28,0,32,18,6,0,1,2,14,0,2,52,0,0,0,0,10,45,59,57,7,59,59,59,59,49,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3581,Wing Luke Elementary School,101136,P,5th Grade,71,29,0,42,0,33,25,7,0,4,2,12,0,0,52,0,0,1,0,10,59,71,71,19,71,71,70,71,61,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3581,Wing Luke Elementary School,101136,P,AllGrades,354,163,0,191,1,167,129,34,0,16,7,112,2,6,281,0,0,8,0,49,242,352,348,73,354,354,346,354,305,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3581,Wing Luke Elementary School,101136,P,Kindergarten,52,22,0,30,1,21,26,3,0,1,0,29,0,1,39,0,0,3,0,7,23,52,51,13,52,52,49,52,45,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2521,Big Lake Elementary School,102379,P,1st Grade,34,13,0,21,0,1,0,4,0,2,27,1,0,1,13,0,0,2,1,3,33,34,33,21,34,34,32,33,31,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2521,Big Lake Elementary School,102379,P,2nd Grade,38,24,0,14,0,1,0,0,0,2,35,0,0,0,13,0,0,2,0,5,38,38,38,25,38,38,36,38,33,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2521,Big Lake Elementary School,102379,P,3rd Grade,39,20,0,19,0,1,0,2,0,1,35,1,0,1,13,0,0,1,1,6,38,39,38,26,39,39,38,38,33,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2521,Big Lake Elementary School,102379,P,4th Grade,49,21,0,28,0,1,0,5,0,2,41,1,0,0,17,0,0,1,1,5,48,49,49,32,49,49,48,48,44,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2521,Big Lake Elementary School,102379,P,5th Grade,49,25,0,24,0,0,0,1,0,2,46,0,0,0,15,0,0,2,0,11,49,49,49,34,49,49,47,49,38,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2521,Big Lake Elementary School,102379,P,6th Grade,41,20,0,21,0,1,0,2,0,2,36,0,0,0,12,0,0,0,3,4,41,41,41,29,41,41,41,38,37,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2521,Big Lake Elementary School,102379,P,AllGrades,289,141,0,148,0,5,0,17,0,13,254,4,0,3,96,0,0,9,6,38,285,289,286,193,289,289,280,283,251,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2521,Big Lake Elementary School,102379,P,Half-day Kindergarten,39,18,0,21,0,0,0,3,0,2,34,1,0,1,13,0,0,1,0,4,38,39,38,26,39,39,38,39,35,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3181,Cascade Middle School,102382,P,10th Grade,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3181,Cascade Middle School,102382,P,6th Grade,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3181,Cascade Middle School,102382,P,7th Grade,296,135,0,161,7,4,6,47,1,6,225,9,7,4,167,6,0,11,20,41,287,289,292,129,290,296,285,276,255,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3181,Cascade Middle School,102382,P,8th Grade,311,144,0,167,8,4,3,56,0,9,231,4,5,12,168,6,0,13,11,43,307,306,299,143,305,311,298,300,268,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3181,Cascade Middle School,102382,P,9th Grade,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3181,Cascade Middle School,102382,P,AllGrades,610,280,0,330,15,8,9,104,1,15,458,14,12,16,337,12,0,24,31,87,596,598,594,273,598,610,586,579,523,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2380,Central Elementary School,102378,P,1st Grade,66,37,0,29,0,2,2,16,0,2,44,10,2,6,55,0,0,3,2,8,56,64,60,11,66,66,63,64,58,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2380,Central Elementary School,102378,P,2nd Grade,58,28,0,30,2,0,0,13,0,0,43,6,2,2,41,1,0,0,1,5,52,56,56,17,57,58,58,57,53,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2380,Central Elementary School,102378,P,3rd Grade,54,25,0,29,1,0,1,7,0,0,45,2,4,4,40,1,0,2,0,11,52,50,50,14,53,54,52,54,43,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2380,Central Elementary School,102378,P,4th Grade,74,26,0,48,2,3,2,20,0,1,46,7,2,5,50,1,0,4,0,14,67,72,69,24,73,74,70,74,60,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2380,Central Elementary School,102378,P,5th Grade,49,25,0,24,1,0,1,12,0,2,33,4,3,3,39,1,0,1,1,12,45,46,46,10,48,49,48,48,37,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2380,Central Elementary School,102378,P,6th Grade,68,34,0,34,5,0,0,14,0,3,46,4,1,4,56,2,0,0,2,14,64,67,64,12,66,68,68,66,54,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2380,Central Elementary School,102378,P,AllGrades,431,207,0,224,11,6,6,101,0,9,298,41,16,27,320,7,0,12,6,74,390,415,404,111,424,431,419,425,357,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2380,Central Elementary School,102378,P,Half-day Kindergarten,62,32,0,30,0,1,0,19,0,1,41,8,2,3,39,1,0,2,0,10,54,60,59,23,61,62,60,62,52,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3403,Clear Lake Elementary School,102384,P,1st Grade,30,18,0,12,0,1,0,3,0,2,24,0,0,0,12,0,0,1,1,4,30,30,30,18,30,30,29,29,26,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3403,Clear Lake Elementary School,102384,P,2nd Grade,24,13,0,11,0,0,1,0,0,0,23,1,0,0,11,0,0,2,0,1,23,24,24,13,24,24,22,24,23,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3403,Clear Lake Elementary School,102384,P,3rd Grade,33,15,0,18,1,0,0,2,0,1,29,1,1,0,18,0,0,3,0,7,32,32,33,15,33,33,30,33,26,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3403,Clear Lake Elementary School,102384,P,4th Grade,17,7,0,10,0,1,1,1,0,0,14,1,0,0,8,0,0,0,0,3,16,17,17,9,17,17,17,17,14,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3403,Clear Lake Elementary School,102384,P,5th Grade,36,19,0,17,0,0,0,4,0,1,31,1,2,0,17,0,0,3,1,5,35,34,36,19,36,36,33,35,31,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3403,Clear Lake Elementary School,102384,P,6th Grade,19,8,0,11,1,0,0,0,0,0,18,0,0,1,10,0,0,1,1,1,19,19,18,9,19,19,18,18,18,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3403,Clear Lake Elementary School,102384,P,AllGrades,181,93,0,88,2,3,3,10,0,4,159,4,4,1,86,0,0,12,4,24,177,177,180,95,181,181,169,177,157,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3403,Clear Lake Elementary School,102384,P,Half-day Kindergarten,22,13,0,9,0,1,1,0,0,0,20,0,1,0,10,0,0,2,1,3,22,21,22,12,22,22,20,21,19,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3942,Evergreen Elementary School,102386,P,11th Grade,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3942,Evergreen Elementary School,102386,P,1st Grade,64,28,0,36,6,0,0,21,0,2,35,15,0,2,48,8,0,3,0,11,49,64,62,16,56,64,61,64,53,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3942,Evergreen Elementary School,102386,P,2nd Grade,65,30,0,35,3,1,0,12,0,2,47,6,1,3,36,1,0,2,2,17,59,64,62,29,64,65,63,63,48,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3942,Evergreen Elementary School,102386,P,3rd Grade,73,37,0,36,4,1,0,22,0,2,44,14,0,6,54,6,0,3,2,27,59,73,67,19,67,73,70,71,46,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3942,Evergreen Elementary School,102386,P,4th Grade,77,44,0,33,7,0,0,16,0,5,49,6,2,1,53,3,0,0,2,23,71,75,76,24,74,77,77,75,54,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3942,Evergreen Elementary School,102386,P,5th Grade,69,36,0,33,3,0,0,10,0,2,54,6,0,1,45,5,0,6,1,12,63,69,68,24,64,69,63,68,57,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3942,Evergreen Elementary School,102386,P,6th Grade,68,28,0,40,5,0,0,13,0,2,48,3,1,3,41,4,0,4,2,12,65,67,65,27,64,68,64,66,56,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3942,Evergreen Elementary School,102386,P,7th Grade,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3942,Evergreen Elementary School,102386,P,AllGrades,481,232,0,249,31,2,2,106,0,18,322,59,6,19,312,30,0,25,9,122,422,475,462,169,451,481,456,472,359,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3942,Evergreen Elementary School,102386,P,Half-day Kindergarten,63,28,0,35,3,0,2,12,0,3,43,9,2,3,34,3,0,7,0,18,54,61,60,29,60,63,56,63,45,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,5058,Good Beginnings Center,104217,S,AllGrades,63,27,0,36,5,0,0,11,0,2,45,0,0,0,36,0,0,3,0,44,63,63,63,27,63,63,60,63,19,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,5058,Good Beginnings Center,104217,S,Pre-Kindergarten,63,27,0,36,5,0,0,11,0,2,45,0,0,0,36,0,0,3,0,44,63,63,63,27,63,63,60,63,19,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2620,Lyman Elementary School,102380,P,1st Grade,27,17,0,10,0,0,1,3,0,1,22,0,1,1,16,0,0,0,0,1,27,26,26,11,27,27,27,27,26,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2620,Lyman Elementary School,102380,P,2nd Grade,20,10,0,10,1,0,0,0,0,0,19,0,1,0,11,0,0,1,0,2,20,19,20,9,20,20,19,20,18,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2620,Lyman Elementary School,102380,P,3rd Grade,16,7,0,9,0,0,0,2,0,0,14,0,1,3,10,0,0,0,1,6,16,15,13,6,16,16,16,15,10,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2620,Lyman Elementary School,102380,P,4th Grade,17,7,0,10,0,0,0,1,0,1,15,0,0,2,9,0,0,1,0,1,17,17,15,8,17,17,16,17,16,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2620,Lyman Elementary School,102380,P,5th Grade,27,14,0,13,0,0,0,3,0,1,23,1,0,0,15,0,0,0,1,2,26,27,27,12,27,27,27,26,25,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2620,Lyman Elementary School,102380,P,6th Grade,18,10,0,8,0,0,0,1,0,0,17,0,0,2,12,0,0,1,0,3,18,18,16,6,18,18,17,18,15,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2620,Lyman Elementary School,102380,P,AllGrades,148,73,0,75,1,0,1,12,0,3,131,1,4,10,84,0,0,4,2,15,147,144,138,64,148,148,144,146,133,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2620,Lyman Elementary School,102380,P,Half-day Kindergarten,23,8,0,15,0,0,0,2,0,0,21,0,1,2,11,0,0,1,0,0,23,22,21,12,23,23,22,23,23,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2774,Mary Purcell Elementary School,102381,P,1st Grade,49,26,0,23,0,0,0,14,0,2,33,6,0,1,38,0,0,2,0,8,43,49,48,11,49,49,47,49,41,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2774,Mary Purcell Elementary School,102381,P,2nd Grade,54,24,0,30,1,1,1,16,0,1,34,7,2,5,38,5,0,2,0,9,47,52,49,16,49,54,52,54,45,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2774,Mary Purcell Elementary School,102381,P,3rd Grade,36,12,0,24,1,0,3,9,0,0,23,5,2,0,30,1,0,0,1,8,31,34,36,6,35,36,36,35,28,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2774,Mary Purcell Elementary School,102381,P,4th Grade,53,27,0,26,1,1,1,9,0,1,40,5,0,0,31,2,0,1,5,12,48,53,53,22,51,53,52,48,41,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2774,Mary Purcell Elementary School,102381,P,5th Grade,53,26,0,27,1,1,0,11,0,2,38,3,0,1,34,1,0,1,4,7,50,53,52,19,52,53,52,49,46,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2774,Mary Purcell Elementary School,102381,P,6th Grade,66,28,0,38,2,0,1,18,0,3,42,9,1,2,44,6,0,2,3,16,57,65,64,22,60,66,64,63,50,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2774,Mary Purcell Elementary School,102381,P,AllGrades,363,167,0,196,7,3,7,91,0,10,245,44,6,10,248,18,0,13,14,71,319,357,353,115,345,363,350,349,292,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2774,Mary Purcell Elementary School,102381,P,Half-day Kindergarten,52,24,0,28,1,0,1,14,0,1,35,9,1,1,33,3,0,5,1,11,43,51,51,19,49,52,47,51,41,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3402,Samish Elementary School,102383,P,1st Grade,23,11,0,12,0,0,0,3,0,1,19,0,0,1,9,0,0,1,1,3,23,23,22,14,23,23,22,22,20,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3402,Samish Elementary School,102383,P,2nd Grade,26,9,0,17,0,0,0,1,0,1,24,0,0,0,12,0,0,2,0,5,26,26,26,14,26,26,24,26,21,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3402,Samish Elementary School,102383,P,3rd Grade,21,9,0,12,0,0,0,4,0,1,16,1,0,0,10,0,0,0,0,5,20,21,21,11,21,21,21,21,16,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3402,Samish Elementary School,102383,P,4th Grade,25,12,0,13,0,0,0,1,0,1,23,0,0,2,8,0,0,0,0,2,25,25,23,17,25,25,25,25,23,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3402,Samish Elementary School,102383,P,5th Grade,27,15,0,12,0,0,0,3,0,3,21,0,0,1,11,0,0,1,0,4,27,27,26,16,27,27,26,27,23,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3402,Samish Elementary School,102383,P,6th Grade,34,16,0,18,1,0,0,3,0,2,28,0,0,0,14,0,0,0,3,6,34,34,34,20,34,34,34,31,28,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3402,Samish Elementary School,102383,P,AllGrades,179,86,0,93,2,0,0,17,0,9,151,1,0,5,74,0,0,6,4,26,178,179,174,105,179,179,173,175,153,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,3402,Samish Elementary School,102383,P,Half-day Kindergarten,23,14,0,9,1,0,0,2,0,0,20,0,0,1,10,0,0,2,0,1,23,23,22,13,23,23,21,23,22,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2150,Sedro Woolley Senior High School,102377,P,10th Grade,296,133,0,163,7,2,1,39,0,12,235,9,4,10,145,9,0,21,10,41,287,292,286,151,287,296,275,286,255,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2150,Sedro Woolley Senior High School,102377,P,11th Grade,294,136,0,158,4,9,3,32,0,2,244,7,2,2,125,4,0,22,9,33,287,292,292,169,290,294,272,285,261,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2150,Sedro Woolley Senior High School,102377,P,12th Grade,261,131,0,130,3,2,3,35,0,3,215,5,0,16,127,10,0,9,5,40,256,261,245,134,251,261,252,256,221,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2150,Sedro Woolley Senior High School,102377,P,9th Grade,318,151,0,167,8,0,1,36,0,11,262,5,6,7,149,5,0,16,8,45,313,312,311,169,313,318,302,310,273,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,2150,Sedro Woolley Senior High School,102377,P,AllGrades,1169,551,0,618,22,13,8,142,0,28,956,26,12,35,546,28,0,68,32,159,1143,1157,1134,623,1141,1169,1101,1137,1010,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,1537,State Street High School,102374,A,10th Grade,23,12,0,11,1,0,1,2,0,0,19,0,1,4,13,0,0,6,0,5,23,22,19,10,23,23,17,23,18,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,1537,State Street High School,102374,A,11th Grade,86,42,0,44,0,1,4,17,2,6,56,1,2,4,40,1,0,22,2,10,85,84,82,46,85,86,64,84,76,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,1537,State Street High School,102374,A,12th Grade,216,97,0,119,10,3,13,34,7,4,145,3,2,9,104,1,0,96,1,23,213,214,207,112,215,216,120,215,193,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,1537,State Street High School,102374,A,2nd Grade,2,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,2,2,1,2,2,2,2,2,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,1537,State Street High School,102374,A,3rd Grade,2,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,2,2,1,2,2,2,2,2,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,1537,State Street High School,102374,A,4th Grade,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,1537,State Street High School,102374,A,5th Grade,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,1537,State Street High School,102374,A,6th Grade,6,2,0,4,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,1,6,6,6,3,6,6,6,6,5,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,1537,State Street High School,102374,A,7th Grade,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,1537,State Street High School,102374,A,8th Grade,3,2,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,3,3,2,3,3,3,2,3,2,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,1537,State Street High School,102374,A,9th Grade,4,3,0,1,0,0,0,1,0,0,3,0,0,0,3,0,0,1,0,1,4,4,4,1,4,4,3,4,3,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29101,Sedro-Woolley School District,100230,1537,State Street High School,102374,A,AllGrades,346,163,0,183,11,4,18,54,9,10,240,4,5,18,166,2,0,127,3,42,342,341,328,180,344,346,219,343,304,05/22/2020 12:00:00 AM
